record_id,item_id,facility_id,snapshot_date,anomaly_score,is_anomaly
SC00025963,ITEM00138,FAC0083,2024-12-18,0.38233756909258343,0
SC00025964,ITEM00128,FAC0113,2021-10-27,0.4270018372246179,0
SC00025965,ITEM00080,FAC0057,2021-11-23,0.39529950349053933,0
SC00025966,ITEM00117,FAC0142,2022-05-27,0.6085790637966764,1
SC00025967,ITEM00194,FAC0056,2022-10-12,0.5895773584787888,1
SC00025968,ITEM00199,FAC0059,2022-05-11,0.40990699294439564,0
SC00025969,ITEM00358,FAC0045,2023-11-21,0.4635151883012217,0
SC00025970,ITEM00399,FAC0093,2023-02-23,0.4454991539559118,0
SC00025971,ITEM00287,FAC0064,2022-06-20,0.4771613789781641,0
SC00025972,ITEM00057,FAC0140,2021-02-18,0.41435018483667957,0
SC00025973,ITEM00227,FAC0159,2022-05-25,0.41232433439336685,0
SC00025974,ITEM00314,FAC0110,2021-06-22,0.4203531526995607,0
SC00025975,ITEM00047,FAC0004,2024-02-06,0.46929820342007206,0
SC00025976,ITEM00425,FAC0146,2022-02-11,0.468244212374808,0
SC00025977,ITEM00425,FAC0014,2024-06-28,0.37212661870374736,0
SC00025978,ITEM00271,FAC0004,2022-02-25,0.5494936476134836,0
SC00025979,ITEM00140,FAC0127,2021-08-03,0.44479869001672295,0
SC00025980,ITEM00018,FAC0024,2022-02-11,0.428538310575702,0
SC00025981,ITEM00377,FAC0197,2022-01-26,0.4316747495661315,0
SC00025982,ITEM00433,FAC0183,2022-08-05,0.38881613005176247,0
SC00025983,ITEM00199,FAC0006,2022-09-08,0.4189757811276663,0
SC00025984,ITEM00411,FAC0139,2021-06-03,0.43086777126659637,0
SC00025985,ITEM00006,FAC0001,2023-01-05,0.5109008961930508,0
SC00025986,ITEM00437,FAC0089,2023-04-14,0.41023493394582894,0
SC00025987,ITEM00249,FAC0021,2024-02-08,0.38890132906552205,0
SC00025988,ITEM00330,FAC0046,2022-11-29,0.4057633079857123,0
SC00025989,ITEM00172,FAC0190,2022-03-25,0.4988325814282269,0
SC00025990,ITEM00441,FAC0145,2021-12-01,0.4201077728820895,0
SC00025991,ITEM00018,FAC0024,2023-05-09,0.42138928875427384,0
SC00025992,ITEM00186,FAC0061,2023-06-22,0.5225426135106007,0
SC00025993,ITEM00132,FAC0191,2024-06-14,0.41692725257580976,0
SC00025994,ITEM00156,FAC0056,2022-04-01,0.45251070080487443,0
SC00025995,ITEM00106,FAC0162,2024-02-26,0.385952411151331,0
SC00025996,ITEM00008,FAC0008,2023-03-03,0.3936679158146726,0
SC00025997,ITEM00255,FAC0003,2024-07-11,0.4388496670207489,0
SC00025998,ITEM00178,FAC0142,2023-11-06,0.37280184148334594,0
SC00025999,ITEM00006,FAC0074,2024-03-28,0.43337122681544804,0
SC00026000,ITEM00102,FAC0102,2022-09-27,0.42143975866716626,0
SC00026001,ITEM00100,FAC0067,2021-08-18,0.42307536797467854,0
SC00026002,ITEM00225,FAC0021,2021-01-15,0.3841849852505646,0
SC00026003,ITEM00425,FAC0166,2021-01-06,0.4390154441900898,0
SC00026004,ITEM00165,FAC0039,2022-05-23,0.43643636930901364,0
SC00026005,ITEM00374,FAC0165,2021-04-02,0.41059812643384835,0
SC00026006,ITEM00287,FAC0059,2024-03-01,0.48759986006904976,0
SC00026007,ITEM00055,FAC0150,2022-08-30,0.4518423867918551,0
SC00026008,ITEM00044,FAC0197,2024-08-02,0.38232451001241374,0
SC00026009,ITEM00331,FAC0113,2023-04-03,0.4035486403661351,0
SC00026010,ITEM00080,FAC0008,2021-07-19,0.44565100733988555,0
SC00026011,ITEM00394,FAC0056,2024-09-19,0.4683512868710119,0
SC00026012,ITEM00307,FAC0024,2022-02-09,0.4493401187911542,0
SC00026013,ITEM00330,FAC0018,2023-08-16,0.3995366107431534,0
SC00026014,ITEM00245,FAC0174,2023-11-27,0.5855901063588966,1
SC00026015,ITEM00308,FAC0130,2024-10-31,0.4677358720976613,0
SC00026016,ITEM00395,FAC0061,2021-10-19,0.4171821752607064,0
SC00026017,ITEM00020,FAC0198,2023-06-15,0.37144561956434674,0
SC00026018,ITEM00374,FAC0024,2021-04-07,0.4656957075320705,0
SC00026019,ITEM00423,FAC0127,2021-11-01,0.45236342445268685,0
SC00026020,ITEM00287,FAC0024,2023-07-25,0.44285582466278767,0
SC00026021,ITEM00045,FAC0022,2024-12-30,0.38992924051094374,0
SC00026022,ITEM00117,FAC0145,2021-08-17,0.41342806145633826,0
SC00026023,ITEM00097,FAC0007,2021-10-28,0.4237487779913359,0
SC00026024,ITEM00118,FAC0197,2021-09-01,0.4186050856875915,0
SC00026025,ITEM00045,FAC0014,2023-01-25,0.4080678111253203,0
SC00026026,ITEM00199,FAC0046,2024-10-30,0.37843013412869997,0
SC00026027,ITEM00194,FAC0197,2023-03-27,0.4492757684047537,0
SC00026028,ITEM00399,FAC0004,2024-01-16,0.40170397699342625,0
SC00026029,ITEM00307,FAC0130,2021-02-19,0.4050031015657955,0
SC00026030,ITEM00425,FAC0046,2024-10-08,0.41343835249123395,0
SC00026031,ITEM00047,FAC0056,2021-07-28,0.4269176583046482,0
SC00026032,ITEM00161,FAC0143,2024-07-31,0.4178321181913164,0
SC00026033,ITEM00406,FAC0162,2021-05-14,0.4160036880141581,0
SC00026034,ITEM00170,FAC0130,2021-05-28,0.3891963101944648,0
SC00026035,ITEM00100,FAC0145,2022-06-06,0.40374595945544167,0
SC00026036,ITEM00358,FAC0093,2021-12-03,0.4067804909762139,0
SC00026037,ITEM00040,FAC0135,2021-01-21,0.5867147162896804,1
SC00026038,ITEM00290,FAC0150,2024-02-27,0.6078161922027564,1
SC00026039,ITEM00128,FAC0075,2024-11-28,0.38491172021950476,0
SC00026040,ITEM00285,FAC0150,2021-12-29,0.4505983398078904,0
SC00026041,ITEM00268,FAC0143,2022-09-08,0.4508663931198002,0
SC00026042,ITEM00131,FAC0130,2024-05-06,0.5769762853672015,1
SC00026043,ITEM00395,FAC0061,2023-11-29,0.4465199098661967,0
SC00026044,ITEM00110,FAC0086,2021-09-24,0.44591811936799436,0
SC00026045,ITEM00263,FAC0046,2022-08-08,0.4177346651750044,0
SC00026046,ITEM00188,FAC0126,2022-04-18,0.3791392025870253,0
SC00026047,ITEM00444,FAC0021,2021-07-21,0.4089107666732464,0
SC00026048,ITEM00127,FAC0057,2024-12-06,0.4769746068827532,0
SC00026049,ITEM00276,FAC0145,2024-08-29,0.4043679375581929,0
SC00026050,ITEM00356,FAC0093,2024-07-16,0.42093628814932704,0
SC00026051,ITEM00418,FAC0110,2024-05-09,0.4139740081328694,0
SC00026052,ITEM00308,FAC0015,2024-10-07,0.41107857599187253,0
SC00026053,ITEM00186,FAC0093,2024-07-24,0.4017365161334098,0
SC00026054,ITEM00261,FAC0148,2021-07-22,0.4374044238824344,0
SC00026055,ITEM00210,FAC0056,2022-07-04,0.5583915112912159,0
SC00026056,ITEM00097,FAC0101,2023-10-05,0.42366344558794794,0
SC00026057,ITEM00055,FAC0148,2023-03-23,0.3815910542940841,0
SC00026058,ITEM00199,FAC0198,2022-11-01,0.40549822087388976,0
SC00026059,ITEM00309,FAC0131,2021-07-12,0.49751207520530816,0
SC00026060,ITEM00049,FAC0002,2024-03-12,0.5018950141167117,0
SC00026061,ITEM00206,FAC0059,2021-11-25,0.38808269553868,0
SC00026062,ITEM00361,FAC0198,2024-12-20,0.39468397159242224,0
SC00026063,ITEM00020,FAC0130,2021-03-22,0.462951308350556,0
SC00026064,ITEM00211,FAC0148,2022-01-18,0.4451972594318233,0
SC00026065,ITEM00045,FAC0105,2024-12-10,0.39794042115266104,0
SC00026066,ITEM00243,FAC0110,2022-05-12,0.37607918704873106,0
SC00026067,ITEM00328,FAC0024,2021-10-21,0.40546201706541346,0
SC00026068,ITEM00180,FAC0185,2023-04-04,0.4128905492117587,0
SC00026069,ITEM00361,FAC0021,2021-05-26,0.39854970631926917,0
SC00026070,ITEM00147,FAC0173,2023-06-15,0.3896180006623558,0
SC00026071,ITEM00228,FAC0001,2023-04-11,0.5388088788519666,0
SC00026072,ITEM00144,FAC0171,2021-05-25,0.3804326142262049,0
SC00026073,ITEM00409,FAC0030,2024-02-28,0.39540149080795656,0
SC00026074,ITEM00447,FAC0024,2023-01-30,0.4364350657172128,0
SC00026075,ITEM00358,FAC0046,2022-02-04,0.3940027907495289,0
SC00026076,ITEM00255,FAC0001,2021-09-27,0.4838105861714438,0
SC00026077,ITEM00106,FAC0093,2024-03-25,0.3971337263457692,0
SC00026078,ITEM00304,FAC0024,2023-08-03,0.38631300895295156,0
SC00026079,ITEM00069,FAC0198,2021-11-15,0.410556243299841,0
SC00026080,ITEM00429,FAC0032,2024-01-26,0.5138939392973714,0
SC00026081,ITEM00100,FAC0057,2021-05-19,0.422680788618113,0
SC00026082,ITEM00444,FAC0110,2022-12-09,0.4836259499943828,0
SC00026083,ITEM00132,FAC0187,2024-08-09,0.4156614032394838,0
SC00026084,ITEM00161,FAC0110,2021-02-22,0.4519751430630069,0
SC00026085,ITEM00099,FAC0010,2021-05-18,0.43135862837506506,0
SC00026086,ITEM00397,FAC0160,2021-06-09,0.4539982425251166,0
SC00026087,ITEM00374,FAC0130,2024-04-01,0.4360472695297353,0
SC00026088,ITEM00069,FAC0157,2023-04-11,0.41554060148510813,0
SC00026089,ITEM00265,FAC0145,2024-08-08,0.43568924944712306,0
SC00026090,ITEM00096,FAC0075,2024-02-22,0.43494792504866575,0
SC00026091,ITEM00261,FAC0148,2022-01-10,0.46098098735370074,0
SC00026092,ITEM00181,FAC0176,2021-05-07,0.41264736274006325,0
SC00026093,ITEM00447,FAC0093,2023-11-14,0.42266914477145,0
SC00026094,ITEM00402,FAC0183,2021-01-12,0.41368266830702466,0
SC00026095,ITEM00374,FAC0183,2021-06-03,0.4296333647727625,0
SC00026096,ITEM00389,FAC0110,2022-12-30,0.3886411499286388,0
SC00026097,ITEM00298,FAC0056,2021-12-24,0.4401888441848301,0
SC00026098,ITEM00186,FAC0124,2022-09-26,0.44647416993224137,0
SC00026099,ITEM00214,FAC0014,2023-07-14,0.40719600144762047,0
SC00026100,ITEM00450,FAC0001,2021-04-15,0.4903879022361835,0
SC00026101,ITEM00096,FAC0072,2024-03-11,0.399319632770308,0
SC00026102,ITEM00039,FAC0079,2022-07-13,0.38285108920447297,0
SC00026103,ITEM00089,FAC0064,2022-09-07,0.41351519744368154,0
SC00026104,ITEM00128,FAC0142,2022-06-21,0.4002239936953442,0
SC00026105,ITEM00192,FAC0160,2022-04-12,0.39146113903827723,0
SC00026106,ITEM00428,FAC0014,2024-10-09,0.37410556727111544,0
SC00026107,ITEM00125,FAC0030,2021-05-28,0.4337162053250461,0
SC00026108,ITEM00100,FAC0131,2024-02-21,0.4082397280693217,0
SC00026109,ITEM00067,FAC0024,2021-04-22,0.40822039382851316,0
SC00026110,ITEM00358,FAC0198,2022-05-26,0.39640562188758066,0
SC00026111,ITEM00227,FAC0024,2023-04-25,0.4052952956595222,0
SC00026112,ITEM00255,FAC0111,2022-06-22,0.46334145858836806,0
SC00026113,ITEM00052,FAC0014,2022-03-08,0.5760419303598737,1
SC00026114,ITEM00389,FAC0024,2022-02-24,0.41329623513823355,0
SC00026115,ITEM00302,FAC0145,2024-06-10,0.401139266551315,0
SC00026116,ITEM00399,FAC0198,2023-08-07,0.38695075456925987,0
SC00026117,ITEM00192,FAC0149,2022-03-31,0.43058937161323346,0
SC00026118,ITEM00029,FAC0014,2024-04-17,0.509446930637309,0
SC00026119,ITEM00096,FAC0139,2022-03-10,0.40404171345205314,0
SC00026120,ITEM00285,FAC0004,2022-07-13,0.44454849136958446,0
SC00026121,ITEM00350,FAC0139,2022-07-11,0.4667931001087149,0
SC00026122,ITEM00171,FAC0024,2023-10-27,0.44402931213850266,0
SC00026123,ITEM00308,FAC0142,2023-09-04,0.3904996285639828,0
SC00026124,ITEM00296,FAC0168,2023-06-15,0.3951159053437475,0
SC00026125,ITEM00287,FAC0046,2021-09-20,0.397921085001242,0
SC00026126,ITEM00309,FAC0145,2024-09-12,0.4902267997815528,0
SC00026127,ITEM00399,FAC0143,2024-12-03,0.48787018580133845,0
SC00026128,ITEM00114,FAC0110,2021-09-02,0.4316741258129399,0
SC00026129,ITEM00119,FAC0150,2023-11-30,0.41020624897648955,0
SC00026130,ITEM00362,FAC0138,2022-09-13,0.42721147584707275,0
SC00026131,ITEM00172,FAC0068,2022-12-01,0.5737273206944864,1
SC00026132,ITEM00434,FAC0195,2021-05-31,0.4340756721916842,0
SC00026133,ITEM00131,FAC0030,2024-02-16,0.4210909461781127,0
SC00026134,ITEM00304,FAC0135,2024-10-24,0.47642656856458154,0
SC00026135,ITEM00267,FAC0018,2024-09-09,0.4617202113924335,0
SC00026136,ITEM00232,FAC0083,2024-04-30,0.39696260933807087,0
SC00026137,ITEM00150,FAC0196,2022-10-19,0.43021342761326736,0
SC00026138,ITEM00427,FAC0046,2023-02-10,0.407906308426957,0
SC00026139,ITEM00444,FAC0059,2024-05-20,0.3973251327927019,0
SC00026140,ITEM00305,FAC0126,2021-07-23,0.48164897595109446,0
SC00026141,ITEM00199,FAC0188,2024-10-14,0.39271202088034035,0
SC00026142,ITEM00096,FAC0171,2024-07-03,0.4258514316254518,0
SC00026143,ITEM00172,FAC0056,2024-05-08,0.4970295566605007,0
SC00026144,ITEM00406,FAC0195,2022-05-10,0.44100939359451596,0
SC00026145,ITEM00299,FAC0105,2022-11-30,0.5836300531621338,1
SC00026146,ITEM00389,FAC0057,2022-04-25,0.42822621202055106,0
SC00026147,ITEM00222,FAC0183,2023-01-25,0.3921326182989564,0
SC00026148,ITEM00261,FAC0074,2024-01-05,0.4014047040836998,0
SC00026149,ITEM00299,FAC0039,2023-10-18,0.41202167987787086,0
SC00026150,ITEM00061,FAC0198,2024-11-18,0.4009189558257476,0
SC00026151,ITEM00442,FAC0038,2024-05-02,0.38675448625045883,0
SC00026152,ITEM00406,FAC0095,2022-03-08,0.40151873151104944,0
SC00026153,ITEM00165,FAC0080,2023-10-09,0.4357061587446647,0
SC00026154,ITEM00002,FAC0126,2024-12-11,0.3904867725605248,0
SC00026155,ITEM00132,FAC0024,2021-04-26,0.38423463481262726,0
SC00026156,ITEM00189,FAC0130,2023-11-06,0.46497492029568926,0
SC00026157,ITEM00231,FAC0197,2024-10-11,0.4301957522318697,0
SC00026158,ITEM00387,FAC0195,2021-02-24,0.38416586851193785,0
SC00026159,ITEM00106,FAC0072,2024-02-20,0.4076373059438637,0
SC00026160,ITEM00422,FAC0079,2024-05-08,0.5197950356987047,0
SC00026161,ITEM00436,FAC0064,2024-08-07,0.4408057553513913,0
SC00026162,ITEM00226,FAC0187,2024-10-14,0.4459524073263579,0
SC00026163,ITEM00040,FAC0039,2023-02-17,0.3937817750071208,0
SC00026164,ITEM00054,FAC0080,2024-03-21,0.4033198996067734,0
SC00026165,ITEM00374,FAC0126,2024-11-22,0.40658709405172977,0
SC00026166,ITEM00226,FAC0150,2024-03-07,0.3882667290075001,0
SC00026167,ITEM00298,FAC0095,2023-03-23,0.43349374573325655,0
SC00026168,ITEM00299,FAC0002,2023-03-15,0.6418616130757089,1
SC00026169,ITEM00248,FAC0145,2023-12-06,0.39526328290735374,0
SC00026170,ITEM00009,FAC0150,2021-07-05,0.39602766195441286,0
SC00026171,ITEM00151,FAC0183,2023-12-21,0.38172815364185964,0
SC00026172,ITEM00425,FAC0095,2022-03-14,0.4324306136254999,0
SC00026173,ITEM00080,FAC0167,2021-09-08,0.4108271000941653,0
SC00026174,ITEM00399,FAC0126,2024-11-05,0.39011445429458114,0
SC00026175,ITEM00252,FAC0148,2024-07-10,0.4258141797438373,0
SC00026176,ITEM00102,FAC0199,2021-09-02,0.37945280332832554,0
SC00026177,ITEM00144,FAC0041,2024-04-12,0.42030340787805565,0
SC00026178,ITEM00330,FAC0195,2023-04-07,0.47578096747329107,0
SC00026179,ITEM00423,FAC0024,2024-01-05,0.4712084454703799,0
SC00026180,ITEM00423,FAC0122,2023-12-13,0.38484462313725987,0
SC00026181,ITEM00304,FAC0139,2021-07-01,0.43690619467073716,0
SC00026182,ITEM00227,FAC0074,2021-12-07,0.40989568619111627,0
SC00026183,ITEM00261,FAC0135,2024-10-10,0.4067163472584961,0
SC00026184,ITEM00099,FAC0024,2023-08-16,0.446502773673777,0
SC00026185,ITEM00161,FAC0142,2021-02-17,0.44198330986705864,0
SC00026186,ITEM00423,FAC0059,2022-12-01,0.4205065456616116,0
SC00026187,ITEM00425,FAC0195,2022-01-27,0.40701342894102016,0
SC00026188,ITEM00160,FAC0046,2021-03-16,0.41181286572805187,0
SC00026189,ITEM00018,FAC0102,2021-04-02,0.41749647680322377,0
SC00026190,ITEM00150,FAC0046,2024-10-23,0.4038997005958022,0
SC00026191,ITEM00128,FAC0046,2022-11-09,0.4064461332764241,0
SC00026192,ITEM00232,FAC0148,2023-07-24,0.437861332903596,0
SC00026193,ITEM00170,FAC0066,2022-12-16,0.37899366310899907,0
SC00026194,ITEM00151,FAC0159,2023-05-09,0.4148381833976641,0
SC00026195,ITEM00199,FAC0046,2022-04-14,0.3892627183805686,0
SC00026196,ITEM00057,FAC0056,2024-01-08,0.3940484057752588,0
SC00026197,ITEM00036,FAC0106,2021-10-18,0.4290927378474972,0
SC00026198,ITEM00189,FAC0097,2022-06-09,0.38731935324065747,0
SC00026199,ITEM00100,FAC0064,2022-01-20,0.3992436001655485,0
SC00026200,ITEM00127,FAC0130,2022-06-06,0.413028273181072,0
SC00026201,ITEM00380,FAC0129,2024-12-30,0.4478227214287675,0
SC00026202,ITEM00425,FAC0139,2024-01-22,0.44774028789842746,0
SC00026203,ITEM00290,FAC0197,2022-09-22,0.3918631159039957,0
SC00026204,ITEM00441,FAC0024,2023-04-14,0.3827414662329099,0
SC00026205,ITEM00127,FAC0097,2023-09-08,0.4043547532923491,0
SC00026206,ITEM00146,FAC0111,2024-11-25,0.4086765845665694,0
SC00026207,ITEM00287,FAC0119,2022-07-01,0.50855350766312,0
SC00026208,ITEM00269,FAC0159,2022-09-16,0.4138079244235783,0
SC00026209,ITEM00299,FAC0024,2022-01-19,0.42134488164658707,0
SC00026210,ITEM00199,FAC0148,2021-07-09,0.3939859425062003,0
SC00026211,ITEM00362,FAC0074,2021-05-26,0.41593269082671436,0
SC00026212,ITEM00122,FAC0046,2021-04-06,0.37381913543113493,0
SC00026213,ITEM00199,FAC0030,2024-01-02,0.3958068948358282,0
SC00026214,ITEM00048,FAC0024,2021-10-14,0.43822795595380715,0
SC00026215,ITEM00269,FAC0124,2022-07-11,0.3973447704305132,0
SC00026216,ITEM00286,FAC0098,2022-01-27,0.37813949042080747,0
SC00026217,ITEM00287,FAC0131,2022-11-14,0.4035372037927709,0
SC00026218,ITEM00097,FAC0130,2021-11-29,0.3778584385001957,0
SC00026219,ITEM00127,FAC0150,2023-05-31,0.3914951001586508,0
SC00026220,ITEM00118,FAC0056,2023-10-19,0.45879639531639044,0
SC00026221,ITEM00308,FAC0046,2021-09-29,0.4130910407116526,0
SC00026222,ITEM00298,FAC0159,2021-07-21,0.4785606407947479,0
SC00026223,ITEM00207,FAC0135,2022-05-09,0.3704304866854546,0
SC00026224,ITEM00160,FAC0191,2022-10-06,0.4203775765794662,0
SC00026225,ITEM00057,FAC0075,2022-05-19,0.39922520444062304,0
SC00026226,ITEM00296,FAC0145,2021-03-08,0.43737320954323267,0
SC00026227,ITEM00097,FAC0027,2024-12-06,0.40454242161168447,0
SC00026228,ITEM00073,FAC0126,2021-11-26,0.4114721852399815,0
SC00026229,ITEM00100,FAC0183,2021-03-12,0.3875609389344796,0
SC00026230,ITEM00260,FAC0119,2023-10-30,0.3981533894524856,0
SC00026231,ITEM00113,FAC0145,2024-08-14,0.4244853572698463,0
SC00026232,ITEM00276,FAC0145,2024-09-19,0.40418811899065493,0
SC00026233,ITEM00261,FAC0072,2022-12-05,0.3793204117998785,0
SC00026234,ITEM00396,FAC0056,2024-11-29,0.4124568863809528,0
SC00026235,ITEM00160,FAC0024,2021-02-15,0.3852595218883681,0
SC00026236,ITEM00140,FAC0182,2024-11-19,0.4456460946840527,0
SC00026237,ITEM00319,FAC0005,2021-10-12,0.41527473011836846,0
SC00026238,ITEM00140,FAC0079,2022-01-10,0.404186180315855,0
SC00026239,ITEM00040,FAC0197,2023-04-20,0.4427165965035307,0
SC00026240,ITEM00127,FAC0007,2022-09-19,0.5670418684332128,1
SC00026241,ITEM00411,FAC0062,2022-01-07,0.4304250899049942,0
SC00026242,ITEM00347,FAC0061,2023-01-05,0.4480499794256135,0
SC00026243,ITEM00399,FAC0014,2024-10-29,0.4253413136758693,0
SC00026244,ITEM00293,FAC0143,2022-09-01,0.42254890389761307,0
SC00026245,ITEM00020,FAC0062,2021-09-24,0.44980960852087754,0
SC00026246,ITEM00290,FAC0145,2022-02-25,0.37153746710745433,0
SC00026247,ITEM00199,FAC0064,2023-03-22,0.416003994580759,0
SC00026248,ITEM00147,FAC0063,2022-07-08,0.4996019611288677,0
SC00026249,ITEM00425,FAC0068,2021-09-10,0.37463986368238056,0
SC00026250,ITEM00399,FAC0198,2021-08-12,0.38888732574942186,0
SC00026251,ITEM00358,FAC0068,2024-04-19,0.42066845879548054,0
SC00026252,ITEM00253,FAC0130,2021-03-03,0.4094740405607722,0
SC00026253,ITEM00285,FAC0130,2024-12-24,0.47845295538658134,0
SC00026254,ITEM00296,FAC0067,2021-10-06,0.46444891395627286,0
SC00026255,ITEM00364,FAC0185,2022-04-21,0.3922641609274194,0
SC00026256,ITEM00142,FAC0019,2023-04-25,0.4108176357003636,0
SC00026257,ITEM00354,FAC0165,2021-08-20,0.40363815833630057,0
SC00026258,ITEM00211,FAC0057,2022-09-21,0.3923228570972205,0
SC00026259,ITEM00441,FAC0059,2021-08-26,0.38835221667585235,0
SC00026260,ITEM00144,FAC0134,2023-12-20,0.4153921953723544,0
SC00026261,ITEM00155,FAC0059,2021-12-15,0.41024118272287524,0
SC00026262,ITEM00161,FAC0198,2022-04-19,0.41304398688933663,0
SC00026263,ITEM00271,FAC0067,2021-04-09,0.41043033976206234,0
SC00026264,ITEM00125,FAC0135,2022-06-09,0.44577986168462425,0
SC00026265,ITEM00406,FAC0079,2022-01-26,0.4233700684495767,0
SC00026266,ITEM00330,FAC0006,2023-12-19,0.4097190081103007,0
SC00026267,ITEM00358,FAC0142,2023-05-11,0.46370925310887867,0
SC00026268,ITEM00269,FAC0195,2021-03-26,0.42763323944844184,0
SC00026269,ITEM00055,FAC0175,2022-06-30,0.4404332566986957,0
SC00026270,ITEM00328,FAC0165,2021-02-11,0.38482520216935134,0
SC00026271,ITEM00329,FAC0169,2023-06-26,0.4029867388314808,0
SC00026272,ITEM00284,FAC0062,2023-06-07,0.4065526065784872,0
SC00026273,ITEM00188,FAC0119,2023-09-13,0.42454036296289444,0
SC00026274,ITEM00331,FAC0110,2021-01-06,0.39454330216822064,0
SC00026275,ITEM00429,FAC0103,2022-03-18,0.408976184272339,0
SC00026276,ITEM00277,FAC0150,2021-09-03,0.45899272791184953,0
SC00026277,ITEM00425,FAC0145,2022-03-09,0.3981630672080639,0
SC00026278,ITEM00018,FAC0057,2024-06-28,0.4153834494285568,0
SC00026279,ITEM00138,FAC0122,2024-07-12,0.4109607504976043,0
SC00026280,ITEM00128,FAC0007,2023-04-07,0.4117965760610607,0
SC00026281,ITEM00114,FAC0124,2022-06-06,0.41406654075756083,0
SC00026282,ITEM00032,FAC0119,2024-01-22,0.3908018749406235,0
SC00026283,ITEM00033,FAC0145,2022-09-22,0.40527273708553035,0
SC00026284,ITEM00423,FAC0191,2021-01-08,0.3847283298335808,0
SC00026285,ITEM00080,FAC0142,2024-11-22,0.4902683218733948,0
SC00026286,ITEM00441,FAC0156,2024-02-22,0.4231899330087735,0
SC00026287,ITEM00361,FAC0006,2024-03-14,0.4685586658976476,0
SC00026288,ITEM00171,FAC0132,2022-01-18,0.4411017936451001,0
SC00026289,ITEM00296,FAC0198,2024-12-20,0.6707874928290402,1
SC00026290,ITEM00049,FAC0096,2021-09-16,0.4120828436556329,0
SC00026291,ITEM00269,FAC0105,2021-06-10,0.5326742762500821,0
SC00026292,ITEM00106,FAC0078,2023-07-19,0.40057655878236803,0
SC00026293,ITEM00234,FAC0126,2024-10-22,0.4761843475278251,0
SC00026294,ITEM00009,FAC0160,2023-10-25,0.4310647492011703,0
SC00026295,ITEM00276,FAC0063,2023-01-02,0.4138819532732093,0
SC00026296,ITEM00418,FAC0142,2021-08-18,0.4645313659177865,0
SC00026297,ITEM00073,FAC0057,2021-03-30,0.45358049930742694,0
SC00026298,ITEM00260,FAC0179,2024-05-23,0.4426305790177934,0
SC00026299,ITEM00261,FAC0126,2023-05-24,0.5019539298340392,0
SC00026300,ITEM00154,FAC0122,2021-07-23,0.3902640105795273,0
SC00026301,ITEM00374,FAC0145,2023-12-07,0.47665038303095353,0
SC00026302,ITEM00194,FAC0126,2023-12-25,0.40078715530059034,0
SC00026303,ITEM00319,FAC0014,2023-10-06,0.40618473136482763,0
SC00026304,ITEM00305,FAC0007,2021-03-19,0.5658881270996919,1
SC00026305,ITEM00008,FAC0056,2021-05-13,0.4292362451579686,0
SC00026306,ITEM00395,FAC0046,2021-01-21,0.47181364843499257,0
SC00026307,ITEM00255,FAC0124,2023-02-17,0.47623171854049223,0
SC00026308,ITEM00296,FAC0171,2024-03-07,0.4522393967778665,0
SC00026309,ITEM00172,FAC0001,2022-10-04,0.5554515079112651,0
SC00026310,ITEM00271,FAC0043,2022-06-07,0.4466727911034457,0
SC00026311,ITEM00301,FAC0198,2023-11-01,0.39830392224124644,0
SC00026312,ITEM00160,FAC0148,2023-02-14,0.40229198963371554,0
SC00026313,ITEM00347,FAC0160,2023-07-31,0.38007725456685987,0
SC00026314,ITEM00227,FAC0057,2022-04-07,0.4056902731287267,0
SC00026315,ITEM00447,FAC0150,2022-10-06,0.43603777352962025,0
SC00026316,ITEM00309,FAC0124,2024-12-31,0.48532082172671015,0
SC00026317,ITEM00441,FAC0122,2022-12-20,0.4179384689053389,0
SC00026318,ITEM00148,FAC0101,2024-09-10,0.40128889930805534,0
SC00026319,ITEM00123,FAC0197,2024-08-09,0.42732357948830835,0
SC00026320,ITEM00358,FAC0074,2023-06-27,0.4326580183746493,0
SC00026321,ITEM00396,FAC0024,2024-02-09,0.39674121647697935,0
SC00026322,ITEM00441,FAC0018,2024-03-06,0.3875493311239364,0
SC00026323,ITEM00140,FAC0102,2022-06-17,0.525469443866345,0
SC00026324,ITEM00124,FAC0006,2024-07-09,0.45801085917338036,0
SC00026325,ITEM00287,FAC0019,2022-03-11,0.4222211746380018,0
SC00026326,ITEM00172,FAC0198,2021-08-27,0.4107014491294425,0
SC00026327,ITEM00022,FAC0177,2022-07-19,0.4207444678031253,0
SC00026328,ITEM00301,FAC0035,2024-03-14,0.38821679541030274,0
SC00026329,ITEM00435,FAC0187,2021-03-04,0.42016263859826886,0
SC00026330,ITEM00389,FAC0096,2022-12-16,0.44617214145510825,0
SC00026331,ITEM00074,FAC0142,2022-06-27,0.46642331678084975,0
SC00026332,ITEM00287,FAC0148,2024-08-16,0.46714942105083107,0
SC00026333,ITEM00429,FAC0001,2023-03-30,0.4024865602774788,0
SC00026334,ITEM00423,FAC0003,2022-01-28,0.37919360030849647,0
SC00026335,ITEM00059,FAC0064,2022-04-08,0.40609280873254255,0
SC00026336,ITEM00140,FAC0162,2023-10-09,0.43304491693691527,0
SC00026337,ITEM00047,FAC0067,2022-06-10,0.3774232130008892,0
SC00026338,ITEM00164,FAC0187,2024-09-17,0.5220613689894616,0
SC00026339,ITEM00109,FAC0136,2023-01-20,0.4023219792185703,0
SC00026340,ITEM00161,FAC0024,2024-12-17,0.41263215780125495,0
